pair_key,file_i,file_j,cosine,jaccard,ast_cosine,seq_sim,vote_cosine,vote_jaccard,vote_ast,vote_seq,votes,decision,score_mean
data/A.java||data/A_mod.java,data/A_mod.java,data/A.java,1.0000000000000009,1.0,0.9999999999999996,1.0,1,1,1,1,4,1,1.0
data/A_mod.java||data/B.java,data/B.java,data/A_mod.java,0.8462838244909866,0.360655737704918,0.9014410719200632,0.7446808510638298,1,0,1,0,2,0,0.7132653712949495
data/A.java||data/B.java,data/B.java,data/A.java,0.8462838244909866,0.360655737704918,0.9014410719200632,0.7446808510638298,1,0,1,0,2,0,0.7132653712949495
