,datasets/IR-Plag-Dataset/case-02/non-plagiarized/03/Nomor2_2451041557A22145B3701B0184109CAB013.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/04/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/05/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/02/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/11/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/10/Main.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/07/Main.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/09/t02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/08/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/01/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/06/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/15/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/12/T02.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/13/No2.java,datasets/IR-Plag-Dataset/case-02/non-plagiarized/14/Soal2.java,datasets/IR-Plag-Dataset/case-02/original/T2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/03/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/04/Kasus2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/05/inputoutput.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/02/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/07/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/09/Level3.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/08/Kasus2L3.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/01/L3.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L3/06/inout.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/03/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/04/Kasus2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/05/inputoutput.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/02/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/07/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/09/Level4.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/08/Kasus2L4.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/01/L4.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L4/06/inout.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/03/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/04/Kasus2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/05/inputoutput.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/02/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/07/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/09/Level5.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/08/Kasus2L5.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/01/L5.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L5/06/inout.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/03/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/04/Kasus2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/05/inputoutput.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/02/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/07/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/09/Level2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/08/Kasus2L2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/01/L2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L2/06/inout.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/03/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/04/Kasus2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/05/inputoutput.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/02/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/07/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/09/Level1.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/08/Kasus2L1.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/01/L1.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L1/06/inputoutput.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/03/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/04/Kasus2.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/05/inputoutput.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/02/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/07/Main.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/09/Level6.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/08/Kasus2L6.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/01/L6.java,datasets/IR-Plag-Dataset/case-02/plagiarized/L6/06/inout.java
datasets/IR-Plag-Dataset/case-02/non-plagiarized/06/T02.java,0.9489847318406073,0.9350807397600654,0.8058342076270087,0.8344141124370659,0.8829070600989816,0.9344770355573478,0.9418604697613991,0.9287277049402677,0.959009793050578,0.9190418212283726,1.0000000000000002,0.8992626892392545,0.9774961281521075,0.880843025194974,0.8475635671412156,0.9774961281521075,0.8607819354303525,0.9774961281521075,0.9071212385934827,0.9061430048292207,0.9774961281521075,0.9548456410032076,0.9653779272808105,0.9392973666752977,0.880843025194974,0.8410460646896775,0.8544522078616364,0.8479374401726634,0.8465559755185731,0.8402941533808053,0.8472558737864112,0.7954077489445133,0.8820439991672879,0.8293332035919374,0.8410460646896775,0.9129329732073557,0.8397290237870071,0.8253895716660249,0.8286573967241825,0.9179214461449601,0.8218868079187212,0.8468347053123785,0.8293332035919374,0.9774961281521075,0.8945299781344046,0.9549929191657089,0.9774961281521075,0.9774961281521075,0.9774961281521075,0.9065788237716886,0.9625761441245076,0.9774961281521075,0.9774961281521075,0.9774961281521075,0.9774961281521075,0.9774961281521075,0.9774961281521075,0.9774961281521075,0.9774961281521075,0.9717979054174799,0.9774961281521075,0.8410460646896775,0.9527270588660829,0.8191502409655363,0.8253895716660249,0.8137779430696015,0.8524015923023935,0.8034340030952944,0.8090335731220631,0.8530481212969483
datasets/IR-Plag-Dataset/case-02/non-plagiarized/15/T02.java,0.888931874824598,0.8984436262470489,0.7756100125742985,0.8062334101040775,0.9590039566639632,0.888902946223803,0.9009461502308242,0.887746956493167,0.9154304112396782,0.8767518659147691,0.8992626892392545,1.0,0.9141164103978516,0.9903963370023373,0.8206542887176131,0.9141164103978516,0.9704457057556015,0.9141164103978516,0.9489777382786779,0.9114786963696276,0.9141164103978516,0.9293313856184036,0.9135285341808508,0.9161130265545906,0.9903963370023373,0.9478511039634893,0.8318179525240884,0.8918406302230841,0.8750345276390643,0.8209997956476925,0.8166555424334278,0.788144831580526,0.8727270655814727,0.9207153257502293,0.9478511039634893,0.8660084099302946,0.9066664321152821,0.8959981833935833,0.8555150927650939,0.9471254737936224,0.8254023075020122,0.9065587210877435,0.9207153257502293,0.9141164103978516,0.8563286833435995,0.8914158233842946,0.9141164103978516,0.9141164103978516,0.9141164103978516,0.8689759011838085,0.8987627377839414,0.9141164103978516,0.9141164103978516,0.9141164103978516,0.9141164103978516,0.9141164103978516,0.9141164103978516,0.9141164103978516,0.9141164103978516,0.9108712525445862,0.9141164103978516,0.9478511039634893,0.8779231577987405,0.8856360324156406,0.8959981833935833,0.8509906888380229,0.9016289064886179,0.8147041608632448,0.8679129554786542,0.8897130171987653
datasets/IR-Plag-Dataset/case-02/non-plagiarized/12/T02.java,0.9724756237640649,0.9509513688542146,0.8000245177307794,0.8366168463556927,0.8938198471886075,0.9448791222496248,0.9613315445982522,0.9393146391961262,0.9794483937399783,0.941373364234257,0.9774961281521075,0.9141164103978516,1.0000000000000002,0.894460018627452,0.8532894516046373,1.0000000000000002,0.8736934589401953,1.0000000000000002,0.9258112102475311,0.9286223333609175,1.0000000000000002,0.9778095301300855,0.9870177198243445,0.9613644717659349,0.894460018627452,0.8562674161535909,0.8706903585658204,0.867809752718346,0.8714771357900998,0.8612848790197131,0.8690211548061251,0.8118092059617887,0.9041041720251201,0.8448494419435243,0.8562674161535909,0.9280883572128278,0.8580444271789162,0.8448753924735654,0.847753851762548,0.9307253401152941,0.8388342681000359,0.8642511863487083,0.8448494419435243,1.0000000000000002,0.9143808028535484,0.977472802046858,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9243840601995481,0.9855746282340992,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9928800619175583,1.0000000000000002,0.8562674161535909,0.9373586603148679,0.8399429892872513,0.8448753924735654,0.8334213529848075,0.8508224638711598,0.8176216379144605,0.8272182553763993,0.8729933030550546
datasets/IR-Plag-Dataset/case-02/non-plagiarized/13/No2.java,0.8698333183448188,0.8881894395913529,0.766459586468204,0.7964863310078576,0.9564597833243886,0.8731694469337944,0.8890840641564743,0.8789364364565148,0.8966279934847384,0.8590572204423929,0.880843025194974,0.9903963370023373,0.894460018627452,0.9999999999999999,0.8134657662661137,0.894460018627452,0.9689707730743842,0.894460018627452,0.9387212968814548,0.8995441093257917,0.894460018627452,0.9134063630767639,0.8975221357192829,0.8993836168955095,0.9999999999999999,0.9491360619820606,0.8189773041502069,0.8847834725134264,0.8780966323364711,0.8223320472530622,0.8180167531239323,0.7798984911154199,0.85849792490239,0.9254277003558152,0.9491360619820606,0.8520295221302312,0.8994867968595304,0.9020768874953469,0.8605561857827378,0.942073316678519,0.8176726089998783,0.8962957336768131,0.9254277003558152,0.894460018627452,0.8405770612120613,0.8719786821455198,0.894460018627452,0.894460018627452,0.894460018627452,0.8540404469385965,0.8791998876577046,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.8916602934751989,0.894460018627452,0.9491360619820606,0.8634921368831542,0.8780907165869203,0.9020768874953469,0.8552784846361668,0.8910746466236849,0.8085851842101647,0.862963875589023,0.9065951415348543
datasets/IR-Plag-Dataset/case-02/non-plagiarized/14/Soal2.java,0.8626474676172451,0.9111371797888429,0.778170108702497,0.811916833352168,0.8844368595889729,0.8588829012601527,0.8375370580992902,0.9221242438985824,0.8587285641556925,0.813100493744037,0.8475635671412156,0.8206542887176131,0.8532894516046373,0.8134657662661137,1.000000000000001,0.8532894516046373,0.7969825835061716,0.8532894516046373,0.8131908663455962,0.7943369892106397,0.8532894516046373,0.8344797667149965,0.8502181397258054,0.8246880136336916,0.8134657662661137,0.7861271518139488,0.8222708119611831,0.7784089197836676,0.7529921373298739,0.7971026430023458,0.794182446367853,0.7289450633271465,0.789399417957077,0.7742340488716042,0.7861271518139488,0.8727633500458248,0.7777088862285839,0.7859403791955796,0.7957476953373431,0.8267680890907164,0.7558592908569581,0.7795114097416195,0.7742340488716042,0.8532894516046373,0.7997919363025188,0.8327880546312294,0.8532894516046373,0.8532894516046373,0.8532894516046373,0.8056459811732699,0.838933548310965,0.8532894516046373,0.8532894516046373,0.8532894516046373,0.8532894516046373,0.8532894516046373,0.8532894516046373,0.8532894516046373,0.8532894516046373,0.8523189891465169,0.8532894516046373,0.7861271518139488,0.8515849722513944,0.7698095591927377,0.7859403791955796,0.7921069468628807,0.8227001547970865,0.7621057878547839,0.7387900537951364,0.7872519295802596
datasets/IR-Plag-Dataset/case-02/original/T2.java,0.9724756237640649,0.9509513688542146,0.8000245177307794,0.8366168463556927,0.8938198471886075,0.9448791222496248,0.9613315445982522,0.9393146391961262,0.9794483937399783,0.941373364234257,0.9774961281521075,0.9141164103978516,1.0000000000000002,0.894460018627452,0.8532894516046373,1.0000000000000002,0.8736934589401953,1.0000000000000002,0.9258112102475311,0.9286223333609175,1.0000000000000002,0.9778095301300855,0.9870177198243445,0.9613644717659349,0.894460018627452,0.8562674161535909,0.8706903585658204,0.867809752718346,0.8714771357900998,0.8612848790197131,0.8690211548061251,0.8118092059617887,0.9041041720251201,0.8448494419435243,0.8562674161535909,0.9280883572128278,0.8580444271789162,0.8448753924735654,0.847753851762548,0.9307253401152941,0.8388342681000359,0.8642511863487083,0.8448494419435243,1.0000000000000002,0.9143808028535484,0.977472802046858,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9243840601995481,0.9855746282340992,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9928800619175583,1.0000000000000002,0.8562674161535909,0.9373586603148679,0.8399429892872513,0.8448753924735654,0.8334213529848075,0.8508224638711598,0.8176216379144605,0.8272182553763993,0.8729933030550546
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/03/Main.java,0.849645426428233,0.8683736890168811,0.7494330842800703,0.7772858631495867,0.9368339669267872,0.8530126566540217,0.880882501593554,0.859113971623143,0.8761855307154838,0.8381442227134084,0.8607819354303525,0.9704457057556015,0.8736934589401953,0.9689707730743842,0.7969825835061716,0.8736934589401953,0.9999999999999998,0.8736934589401953,0.9157746046019978,0.8814785484743106,0.8736934589401953,0.8925951499573535,0.8897215144235019,0.8811820002698248,0.9689707730743842,0.9838355311204308,0.8064616668944621,0.8807078268124506,0.8540417648383613,0.7960027403610923,0.791789197087555,0.7938684782565005,0.8465148938956919,0.9062500030132487,0.9838355311204308,0.8357627876251268,0.897625928846696,0.8758258978261244,0.8334094059384389,0.9239154732154258,0.8327834684475426,0.8853130312161644,0.9062500030132487,0.8736934589401953,0.8275117439861195,0.8504334097767892,0.8736934589401953,0.8736934589401953,0.8736934589401953,0.8342036591823966,0.8580490649061724,0.8736934589401953,0.8736934589401953,0.8736934589401953,0.8736934589401953,0.8736934589401953,0.8736934589401953,0.8736934589401953,0.8736934589401953,0.8711181664493638,0.8736934589401953,0.9838355311204308,0.8429491570807139,0.8750980903189035,0.8758258978261244,0.8288305091418178,0.8881809583889976,0.8250679603232195,0.8460211952995125,0.8712307194504442
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/04/Kasus2.java,0.9724756237640649,0.9509513688542146,0.8000245177307794,0.8366168463556927,0.8938198471886075,0.9448791222496248,0.9613315445982522,0.9393146391961262,0.9794483937399783,0.941373364234257,0.9774961281521075,0.9141164103978516,1.0000000000000002,0.894460018627452,0.8532894516046373,1.0000000000000002,0.8736934589401953,1.0000000000000002,0.9258112102475311,0.9286223333609175,1.0000000000000002,0.9778095301300855,0.9870177198243445,0.9613644717659349,0.894460018627452,0.8562674161535909,0.8706903585658204,0.867809752718346,0.8714771357900998,0.8612848790197131,0.8690211548061251,0.8118092059617887,0.9041041720251201,0.8448494419435243,0.8562674161535909,0.9280883572128278,0.8580444271789162,0.8448753924735654,0.847753851762548,0.9307253401152941,0.8388342681000359,0.8642511863487083,0.8448494419435243,1.0000000000000002,0.9143808028535484,0.977472802046858,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9243840601995481,0.9855746282340992,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9928800619175583,1.0000000000000002,0.8562674161535909,0.9373586603148679,0.8399429892872513,0.8448753924735654,0.8334213529848075,0.8508224638711598,0.8176216379144605,0.8272182553763993,0.8729933030550546
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/05/inputoutput.java,0.900286181201722,0.9009351540061395,0.7629464726246095,0.7949799066547822,0.9184286820844149,0.8861147174094391,0.9057812863830024,0.8906023304133848,0.9114838568164609,0.8769461424736396,0.9071212385934827,0.9489777382786779,0.9258112102475311,0.9387212968814548,0.8131908663455962,0.9258112102475311,0.9157746046019978,0.9258112102475311,1.0000000000000007,0.9218428260611147,0.9258112102475311,0.941359234838907,0.9231509732792109,0.9406245117765917,0.9387212968814548,0.8990927003860405,0.8221434712028146,0.9318656960626385,0.8908686300295444,0.8298159173608622,0.8167617876374854,0.7782043970486475,0.883976721970219,0.8730225402723528,0.8990927003860405,0.8658028136188528,0.9165778422308474,0.8834045180009997,0.8535429298063699,0.9263277483850303,0.8142182869828792,0.8937658476367443,0.8730225402723528,0.9258112102475311,0.8552341367041545,0.9427727082421974,0.9258112102475311,0.9258112102475311,0.9258112102475311,0.869741985878082,0.9296318914224139,0.9258112102475311,0.9258112102475311,0.9258112102475311,0.9258112102475311,0.9258112102475311,0.9258112102475311,0.9258112102475311,0.9258112102475311,0.9206903461449297,0.9258112102475311,0.8990927003860405,0.8742232031503204,0.8860165800727574,0.8834045180009997,0.8403229323029677,0.8553347405714439,0.7991185668499481,0.8640632967774546,0.8732235906681071
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/02/Main.java,0.8994927537082439,0.8945832179341848,0.7434129579886127,0.7680715126699845,0.8862962238091036,0.8733957617290897,0.9057993949021216,0.8823839681735473,0.908054021487729,0.8695439300342688,0.9061430048292207,0.9114786963696276,0.9286223333609175,0.8995441093257917,0.7943369892106397,0.9286223333609175,0.8814785484743106,0.9286223333609175,0.9218428260611147,1.0000000000000004,0.9286223333609175,0.9832888954337826,0.9237266794377154,0.969890939507924,0.8995441093257917,0.8621758772594763,0.7976464854017817,0.8591995876796196,0.9301694216684855,0.802786085665182,0.8085728001015158,0.7616769180221581,0.8933035052161242,0.834761364481101,0.8621758772594763,0.8466636138662531,0.8522399733029715,0.8423516952739662,0.8133318591926546,0.9013187941264466,0.7965785522101063,0.8485598104686333,0.834761364481101,0.9286223333609175,0.8434514956749696,0.9065037561413763,0.9286223333609175,0.9286223333609175,0.9286223333609175,0.8654779124077527,0.9134812970743077,0.9286223333609175,0.9286223333609175,0.9286223333609175,0.9286223333609175,0.9286223333609175,0.9286223333609175,0.9286223333609175,0.9286223333609175,0.9230861651996027,0.9286223333609175,0.8621758772594763,0.8532320772056867,0.8216018959184928,0.8423516952739662,0.7981232060362028,0.8089180921495723,0.7754693528883927,0.8590792369511202,0.8493232083558923
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/07/Main.java,0.9724756237640649,0.9509513688542146,0.8000245177307794,0.8366168463556927,0.8938198471886075,0.9448791222496248,0.9613315445982522,0.9393146391961262,0.9794483937399783,0.941373364234257,0.9774961281521075,0.9141164103978516,1.0000000000000002,0.894460018627452,0.8532894516046373,1.0000000000000002,0.8736934589401953,1.0000000000000002,0.9258112102475311,0.9286223333609175,1.0000000000000002,0.9778095301300855,0.9870177198243445,0.9613644717659349,0.894460018627452,0.8562674161535909,0.8706903585658204,0.867809752718346,0.8714771357900998,0.8612848790197131,0.8690211548061251,0.8118092059617887,0.9041041720251201,0.8448494419435243,0.8562674161535909,0.9280883572128278,0.8580444271789162,0.8448753924735654,0.847753851762548,0.9307253401152941,0.8388342681000359,0.8642511863487083,0.8448494419435243,1.0000000000000002,0.9143808028535484,0.977472802046858,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9243840601995481,0.9855746282340992,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9928800619175583,1.0000000000000002,0.8562674161535909,0.9373586603148679,0.8399429892872513,0.8448753924735654,0.8334213529848075,0.8508224638711598,0.8176216379144605,0.8272182553763993,0.8729933030550546
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/09/Level3.java,0.948853193352862,0.9378429470864186,0.7816344932115771,0.8117878936591366,0.9055713443722901,0.9222310666029288,0.9464345337197223,0.9238448095424022,0.9568223072573836,0.9175759626320512,0.9548456410032076,0.9293313856184036,0.9778095301300855,0.9134063630767639,0.8344797667149965,0.9778095301300855,0.8925951499573535,0.9778095301300855,0.941359234838907,0.9832888954337826,0.9778095301300855,1.0000000000000004,0.971460589524375,0.9818105318366194,0.9134063630767639,0.8743302682661747,0.8450471693477384,0.8796411434572063,0.9185511536602946,0.8437596850586073,0.8505197345357949,0.7978889492638884,0.9137533437006967,0.8527040126523486,0.8743302682661747,0.8987803445498553,0.8695733360923239,0.8590109561858127,0.8435092227138851,0.9291145658502664,0.8294512722380384,0.8686394998558761,0.8527040126523486,0.9778095301300855,0.8916509192060932,0.9551120647865102,0.9778095301300855,0.9778095301300855,0.9778095301300855,0.9066642788676241,0.96271974135237,0.9778095301300855,0.9778095301300855,0.9778095301300855,0.9778095301300855,0.9778095301300855,0.9778095301300855,0.9778095301300855,0.9778095301300855,0.9714409123300011,0.9778095301300855,0.8743302682661747,0.9067119316415004,0.844483523926403,0.8590109561858127,0.8284088018300488,0.8414094372079459,0.8074245982227666,0.8613605613859268,0.8749218085502547
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/08/Kasus2L3.java,0.9598616833305073,0.9487916494161295,0.7893035481351992,0.822355611273141,0.8969044119679199,0.9333004544770787,0.9693620682489237,0.9342473575195683,0.9671835045655102,0.9275777661519724,0.9653779272808105,0.9135285341808508,0.9870177198243445,0.8975221357192829,0.8502181397258054,0.9870177198243445,0.8897215144235019,0.9870177198243445,0.9231509732792109,0.9237266794377154,0.9870177198243445,0.971460589524375,1.000000000000001,0.9544782773495561,0.8975221357192829,0.8807821505154642,0.8592027114754869,0.8767269070765848,0.8678214522644218,0.8502675644685892,0.8579614055274621,0.8157779617421707,0.8977940465052648,0.8455345392292868,0.8807821505154642,0.9149942323776514,0.8676659245980135,0.8425828073357893,0.8394466253212286,0.9269438240149006,0.8449775134397277,0.861121478776926,0.8455345392292868,0.9870177198243445,0.9039173722824914,0.9646182786390478,0.9870177198243445,0.9870177198243445,0.9870177198243445,0.9107635154913271,0.972636818670352,0.9870177198243445,0.9870177198243445,0.9870177198243445,0.9870177198243445,0.9870177198243445,0.9870177198243445,0.9870177198243445,0.9870177198243445,0.9802181433121729,0.9870177198243445,0.8807821505154642,0.9236873909828915,0.847210719536658,0.8425828073357893,0.8253522485494197,0.8561546697402586,0.8238420844109722,0.8229883196010666,0.8746096469923426
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/01/L3.java,0.9328992372538273,0.9227902810507954,0.775049058433705,0.8002830192476107,0.8939496048103047,0.9051163859291433,0.9326393500862307,0.9111185410017864,0.9405326461424793,0.9013797280313424,0.9392973666752977,0.9161130265545906,0.9613644717659349,0.8993836168955095,0.8246880136336916,0.9613644717659349,0.8811820002698248,0.9613644717659349,0.9406245117765917,0.969890939507924,0.9613644717659349,0.9818105318366194,0.9544782773495561,1.0,0.8993836168955095,0.8621572753510539,0.8335704735707713,0.8789220856927717,0.906440726616187,0.8324005375126781,0.838932137873343,0.7880562395244632,0.9261195815401235,0.8442495606227423,0.8621572753510539,0.8852858135169283,0.8725379051284748,0.8471982962914003,0.8320963586425474,0.9202984747658047,0.8200315287789226,0.8849353684160152,0.8442495606227423,0.9613644717659349,0.877524082618058,0.9571772217472146,0.9613644717659349,0.9613644717659349,0.9613644717659349,0.8930315341727643,0.9704385836397584,0.9613644717659349,0.9613644717659349,0.9613644717659349,0.9613644717659349,0.9613644717659349,0.9613644717659349,0.9613644717659349,0.9613644717659349,0.967326402781651,0.9613644717659349,0.8621572753510539,0.8923053993020907,0.8464563363745269,0.8471982962914003,0.8175853700650976,0.8336251609567269,0.7990543275161911,0.8669421166596485,0.8647051596106293
datasets/IR-Plag-Dataset/case-02/plagiarized/L3/06/inout.java,0.8698333183448188,0.8881894395913529,0.766459586468204,0.7964863310078576,0.9564597833243886,0.8731694469337944,0.8890840641564743,0.8789364364565148,0.8966279934847384,0.8590572204423929,0.880843025194974,0.9903963370023373,0.894460018627452,0.9999999999999999,0.8134657662661137,0.894460018627452,0.9689707730743842,0.894460018627452,0.9387212968814548,0.8995441093257917,0.894460018627452,0.9134063630767639,0.8975221357192829,0.8993836168955095,0.9999999999999999,0.9491360619820606,0.8189773041502069,0.8847834725134264,0.8780966323364711,0.8223320472530622,0.8180167531239323,0.7798984911154199,0.85849792490239,0.9254277003558152,0.9491360619820606,0.8520295221302312,0.8994867968595304,0.9020768874953469,0.8605561857827378,0.942073316678519,0.8176726089998783,0.8962957336768131,0.9254277003558152,0.894460018627452,0.8405770612120613,0.8719786821455198,0.894460018627452,0.894460018627452,0.894460018627452,0.8540404469385965,0.8791998876577046,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.894460018627452,0.8916602934751989,0.894460018627452,0.9491360619820606,0.8634921368831542,0.8780907165869203,0.9020768874953469,0.8552784846361668,0.8910746466236849,0.8085851842101647,0.862963875589023,0.9065951415348543
datasets/IR-Plag-Dataset/case-02/plagiarized/L4/03/Main.java,0.8342930539491128,0.8536404289360652,0.7337081468156185,0.7652290741449917,0.9187800359037697,0.8351469809134355,0.872893854645865,0.8453018878150045,0.8580172630186225,0.8228345454241812,0.8410460646896775,0.9478511039634893,0.8562674161535909,0.9491360619820606,0.7861271518139488,0.8562674161535909,0.9838355311204308,0.8562674161535909,0.8990927003860405,0.8621758772594763,0.8562674161535909,0.8743302682661747,0.8807821505154642,0.8621572753510539,0.9491360619820606,1.0000000000000004,0.8087997273195222,0.9031573805904378,0.8474506159748448,0.7964855595644745,0.7925013144032774,0.7891806723836801,0.8428767912156908,0.9010181699368418,1.0000000000000004,0.8330754532815802,0.9175288982334107,0.8720884171315566,0.8329645316876243,0.9098819388663185,0.8277000940294161,0.8800120727444821,0.9010181699368418,0.8562674161535909,0.8257975284088838,0.8338929705341216,0.8562674161535909,0.8562674161535909,0.8562674161535909,0.8176909019888359,0.8415560714725663,0.8562674161535909,0.8562674161535909,0.8562674161535909,0.8562674161535909,0.8562674161535909,0.8562674161535909,0.8562674161535909,0.8562674161535909,0.8539299042491663,0.8562674161535909,1.0000000000000004,0.8263521448969398,0.8933761605118319,0.8720884171315566,0.8276735670530296,0.8819420903558584,0.8213481707260077,0.8440655732288448,0.8736278537405695
datasets/IR-Plag-Dataset/case-02/plagiarized/L4/04/Kasus2.java,0.865047686906059,0.880640826061489,0.7361338172521801,0.771449260116115,0.8529085546362986,0.8394799956421582,0.8413955778363033,0.8801004664781508,0.8894678517760308,0.8381358251146973,0.8544522078616364,0.8318179525240884,0.8706903585658204,0.8189773041502069,0.8222708119611831,0.8706903585658204,0.8064616668944621,0.8706903585658204,0.8221434712028146,0.7976464854017817,0.8706903585658204,0.8450471693477384,0.8592027114754869,0.8335704735707713,0.8189773041502069,0.8087997273195222,1.0000000000000016,0.8390281727171343,0.850940504138458,0.9377419917145497,0.9294355122064107,0.8203001039511847,0.9331419665642419,0.915762429839158,0.8087997273195222,0.969166903326083,0.8393288838435568,0.9068138323616508,0.9312148550897729,0.8744588819680874,0.8476078273897545,0.9234925645041103,0.915762429839158,0.8706903585658204,0.9605226135319176,0.8490889718060324,0.8706903585658204,0.8706903585658204,0.8706903585658204,0.8124477398173588,0.8564790934740747,0.8706903585658204,0.8706903585658204,0.8706903585658204,0.8706903585658204,0.8706903585658204,0.8706903585658204,0.8706903585658204,0.8706903585658204,0.8694227738648196,0.8706903585658204,0.8087997273195222,0.8480154798936348,0.8392123989831606,0.9068138323616508,0.9295204092913258,0.8638126068927026,0.8580276503389795,0.8604107450091749,0.8847273644027376
